;TEXT;LABEL;FIRST_PERSON_PLURAL;THIRD_PERSON;SERVICE_IS_RESTRICTED;HT_FIND_KEYWORDS;SERVICE_PLACE
975;meets megan! from her brown seductive eyes, and all natural sexy body all complimented by her silky soft skin... she will take your breath away! i offer bbbj as long as you are clean . i look forward to meeting all you gentlemen you can contact me by snap chat megan25299;1.0;0;1;0;0;-1.0
976;Up scale slutry in the city of sin, petite blond bombshell in my early 20's blonde, flirty, fun and a smile to make any man weak. i am just 5 ft tall and 115lbs so a tiny little package but so much fun. big pouty lips and silky soft skin, did i mention i have natural ddd breasts? gives a great deep tissue massage, did a partial massage therapy course. offers gfe, couples, body slide, fetishes, and kinks as per request prior to session. come in and meet me, you wont be disappointed. available for new and past clients. looking for quick fun or a long sensual relaxing session? very open minded and easy to get along with. always positive and genuine vibes! looking for pictures or videos? i can take care of all your needs and wantsmy snapchat is lilbabybrittneytext for appointment (709)4003692;1.0;0;0;0;0;-1.0
977;up scale slutry in the city of sin, always aiming to please and leaving you wanting more. young petite blonde bombshell in my early 20's blonde, flirty, fun and a smile to make any man weak. i am just 5 ft tall and 115lbs so a tiny little package but so much fun. young, flexible, professional, always discreet! blonde hair, big blue eyes, big pouty lips, tiny waist, firm round booty &silky soft skin, did i mention i have natural ddd breasts? gives a great deep tissue massage, did a partial massage therapy course. offers gfe, couples, body slide, duos, fetishes, kinks and more as per request prior to session. come in and meet me, you won’t be disappointed. available for new and past clients. looking for a quick &fun or a long sensual relaxing session, i'm your lady! very open minded and easy to get along with. always positive and genuine vibes, i can guarantee i will take care of all your needs and wants  my snapchat is lilbabybrittney   text for appointment (709)4003692;1.0;0;0;0;0;-1.0
978;Blondefetish friendlycouples welcome125lbs32d >available for incalls/outcallsskype/facetime video chat availableno explicit talk!text to book loading...;1.0;0;0;0;0;1.0
979;Blondefetish friendlycouples welcome125lbs32d >available for incalls/outcallsskype/facetime video chat availableno explicit talk!text to book 647-494-1632;1.0;0;0;0;0;1.0
980;New chinese girl in town! friendly and open mindedif you are looking for a mind blowing experience and service you are on the right profile. i am luci 24 chinese student & highly addictive, playful and never rushed were sensual. i can definitely guarantee you that i am best stimulating and positive woman you will ever meet!!!5,1 118lbs, 36d natural come! let me take you haven and back.soft & sexy+juicy & tightno rush & open minded menu incall: hamilton (free parking);1.0;0;1;0;0;1.0
981;friendly and never rushed! if you looking to have a mind blowing experience and service well you are on the right profile. i am mona  22, chinese  girl & highly addictive, playful play mate and very sensual. 5'1 tall 108 lbs, 36d soft & sexy + juicy & tight. no rush & open-minded menu incall: hamilton (free parking);1.0;0;0;0;0;1.0
982;"We have 3 asian girls, judy 25 ; sophia 26. all are friendly. open-minded & offer all kinds of services of your need.the new girl judy has a petite,cute,sexy and plump charming. the measurements are: 34d,24, 36; sophia is slender, plump,sexy,taller has measurements: 36d,24,36.beautiful attendants are here to help you relax and relieve your tension. duo available!we do what your girlfriend or wife will not do for you.we will blow your mind with the greatest unrushed services.together shower, kissing, eat me, & more.don't be nervous; feel free to ask us anything on your mind.very friendly, outgoing, and skilled at massage.the intimacy and connection we will share will leave your heart, mind and body fulfilled and satisfied.try us today!we offer amazing service & i promise you won't be disappointed.please dont ask for pictures.no black gentleman.to schedule an appointment, please call:289-404-8307(open 24 hrs, 7 days a week)";1.0;1;1;1;1;-1.0
983;"we have 3 asian girls, new girls jenny 24; lucy 25, lisa 25. all are friendly. open-minded & offer all kinds of services of your need. the new girls jenny has a petite,cute,sexy and plump charming. the measurements are: 34d,21,36. lucy and lisa slender, plump, sexy, taller has measurement: 36d,24,39. beautiful attendants are here to help you relax and relieve your tension. duo available! we do what your girlfriend or wife will not do for you. we will blow your mind with the greatest unrushed services. don't be nervous; feel free to ask us anything on your mind. very friendly, outgoing, and skilled at massage. the intimacy and connection we will share will leave your heart, mind and body fulfilled and satisfied. try us today! we offer amazing service & i promise you won't be disappointed. please don’t ask for pictures. to schedule an appointment, please call: +1 289.925.8359 (open 24hous, 7days a week)";1.0;1;1;0;1;-1.0
984;Leigh pro your redheaded dream, tall and fit *pfizer vaccinated***how to book: provide your age, ethnicity and where you're traveling from. include the time and duration you're looking for please. an introduction with the information i've asked for makes me feel more confident and comfortable booking you***new private incall*** discreet in downtown hamilton with my roomie the beautiful melanie richardsduos available with melanie again starting july prebook! **text or email only** outcalls available in hamilton and surrounding area, deposits required!!no 15mins services, min hhtwitter https://twitter.com/leighpro1onlyfans https://onlyfans.com/leigh.proi do not descriminate! i see all races, ethnicities, abilities and body types as long as you're (20+)couples welcome extras cim, cof, greek, role play, light domination / strap, boot/ foot fetish;0.0;0;0;0;0;0.0
985;Elite upscale companion & fs escort. no 66fs at all (dont even ask) no vulgar language please!come taste this young & talented little šu if you have experienced any covid/flu-like symptoms please do not contact me for an appointment at this current timei am taking social distancing very seriously and will only be accepting a limited amount of clients at this time. thank you for your love & understanding. very open minded ( grk and$ 0 g available) full gf3 low restrictions, amazing service, satisfaction guaranteed i am very clean and hygienic (you should be too) no low balling, (cheap service is not good service) party friendlyinstagram: itsmiamordineroxoonlyfans: (click the link in my instagram bio)snapchat: miamordinerocall/text: (226) 241 - 0544;0.0;0;0;0;0;-1.0
986;Age 28, 5'0, 125lbs, petite, gorgeous face, extremely hygienic(hopefully you are too), beautiful, natural tits, clean shaven and firm spankable ass.meet katrina to discover what your secret fantasy isi'm a vault of best kept secrets, with the best headgame you've ever had! dt onreally sweet friendly. good manner and warm personality. very sxy and xotic. open minded.services : bbbj, fs, pse, daty,gfe, femdom, fantasy and fetish friendly, prostate massage, complete satisfaction multiple shots (one hour+ sessions only), massage, shower together.call now : 437~539~5029;0.0;0;0;0;0;-1.0
987;Wanna release some steam and relax with a brown busty bootylicious barbie doll! let's have fun! multiple hours are loved! overnights are welcome 100% real pics 100% independent exotica sensual&kinky fetishes + toy shows never rushed and very discreet always available and h - o - r - n - y deep tissue oil massage. i love to danceall my photos are real & updated !dont waist your time on fakeslets watch xxx videos togethercall now to book appointment 604-424-7676back in town. i love my clients! 604-424-7676issadolli will never rebook with you if you ghost and no show after reserving time. please cancel on a timely fashion.;1.0;0;0;0;1;-1.0
988;*clean upscale respectful service. no rush*unforgettable satisfaction guaranteed. thick juicy all natural curves.only fans: jazmincyruswebsite: http://www.jazmincyrus.com*Always Safe & Un-rushed*Multiple Hours*Overnight* 100% real photos* fetishes are welcome.phone: (647)531-3078please no private/blocked/app callers. party friendly;0.0;0;0;0;0;-1.0
989;Hi, i'm madeline, my speical friends call me maddie!i have a strong and healthy appetite for pleasures, both giving andreceiving, that will leave you satisfied and coming back for more,often. my bubbly, charming and confident demeanor willleave every one of your senses pleased. allow my full figured bodyto capture your eyes and make your mouth water with the pleasures tocome. let's make the moment the most pleasurable way possible.my services are designed for anyone & catered just for you, offering consultations or workshops.see my website for exclusive details www.swiftmadeline.cai am hosting wednesday 4pm-10pm & thursday 10am-10pmtext me 902-934-2939 to schedule our fun.don't miss out on the fun we can have together!;0.0;1;0;0;0;-1.0
990;A deposit is required to secure my timeindependent and highly recommended on lylathe perfect choice for those mature professional gentlemen 25+ seeking fun and excitement take a break from work, slip away from home or invite me over to your hotel/home and relax as i rub you from top to bottom an even in between(an drain you in more ways than one)i stand 5'7, curveaous, all natural c38, shaved, long black hair with hazel eyes, soft skin with a soft touch and sweet to tastefetish/kink friendlysafe play onlyin halifax(relaxed non smoking location)out to hotels/homes on the hour onlyavailable 2pm-11pm(earlier appointments can be arranged with 24 hour notice and deposit)(902)2*9*2*6*8*9*3no blocked calls or text appssubscribe to my onlyfans for uncensored funonlyfans.com/sexxymilfnextdoor;1.0;0;0;0;0;-1.0
991;fully vaccinated  hey lovers i will be visiting charlottetown may 1-5 and would love to spend some time with you! independent and highly recommended  the perfect choice for those mature professional gentlemen seeking fun and excitement  i love to please and be pleased fetish/kink friendly  (sexy attire and toys) safe dates always   40+ curvaceous  with amazing ass sets all natural d38  shaved pretty face long black hair(sometimes red) with hazel eyes and kissable lips soft skin with a soft touch and sweet to taste  i will be providing in service in a private non smoking location and outcalls to surrounding hotels i will require a deposit to secure my time on all outcalls and to pre book  (902)2*9*2*6*8*9*3 no blocked calls or text apps  15/30 minute skype dates sexting sessions custom vids/pics  subscribe  onlyfans.com/sexxymilfnextdoor   explicit talk ignored !!!!!!!;1.0;0;0;0;0;0.0
992;Available for in call, out call and online! easy to talk to with an upbeat, bubbly and down to earth personality. thick and juicy, long legs and huge tits. piercing green eyes, a naturally beautiful face with a big smile. something a little different, i promise you'll be hooked.$200/h, $150/hhnew online services! offering fun new services at affordable rates to make virtual dates accessible to all during lockdown. check out my menu! all prices are flat rate, meaning until you finish, not by the minute :)cam dates, solo- $50 sexting with pictures- $30 phone sex- $40check out my onlyfans for regular uncensored content @ www.onlyfans.com/xxvioletblairxx only $6!instagram and twitter: @xxvioletblairxx;0.0;0;0;0;0;0.0
993;"5""6 ddd34 bust long auburn hair --9022331358hey baby i'm lexi i'msweet, seductive and very sexy *always clean *discreet *safe *and non rushed{also party friendly}*duos available* real & recent photos don't waste my time baby , because i wouldn't waste yours 9022331358";0.0;0;0;0;0;-1.0
994;"Hi! my name is lana.i am a 5'6"" brunette, weighing 125 lb. 38b-28-38 & tight. i am often told by my guests that they would rather be with me than with someone who is young enough to be their daughter. text me for an appointment at 902-209-6852.also, i have no tattoos or piercings, except for pierced ears. i do pilates twice a week to keep my shape.i work from 10am-10pm daily. come and see me at my cozy apt near downtown dartmouth. it's easy to find and there's lots of free parking.my rates are $130 hh or $170 hour. try my 90 minute session for $220 (and that one includes 2 happy endings or 2 fs)! phone sex is $30 for 10 minutes.lana 902-209-6852p.s. no private numbers. no unsafe anything. no grk. cash only.";0.0;0;0;0;0;-1.0
995;2502891116discreet and good at the job do not txt unless serious300/hr /+ /220 half hr paid for all time spent not what happens during good services are not cheap & cheap service isn't goodmultiple hour deals available* discreet and non rushed service* party friendly* fetish friendly* independent !* drama free & no judgement!* overnight availableu* call or text 2502891116;0.0;0;0;0;0;-1.0
996;hi gents wanna have some quality time? we heree slim tiny baby, i have a perfectly toned body with wonderful long legs, smooth tanned skin , silky lignt hair, gorgeous green eyes & a dazzling smile. available right now & im guarantee you an amazing moment  🤍🤍 sometimes i have blonde hair sometime i make it brown i like to change a lot i'm a tiny waist latina ready to have great time with great people 🤍🤍🤍 •100% real picture proof on my onlyfans verified ( https://onlyfans.com/callmehoney ) •party girl  •clean hygiene  •indepedant women •no rush •no drama •smart •no black gents • multiple hours special l/overnight available  text me : (438) 830-4229 438-830-4229..................................438-830-4229;0.0;0;0;1;0;-1.0
997;available 24/7 5 star service ★guaranteed pleasure ★real pictures 100% independent  ★mature, classy & intelligent ★safe & discreet ↠clean & drama free always showered & ready to meet! last min bookings are welcome and can usually be accommodated. love to have fun and party!! ↠no rushed sessions. i’m available now & it’s all about you! no black gentlemen & no blocked calls text / call 647.488.2669;1.0;0;0;1;0;-1.0
998;available 24/7 5 star service  ★guaranteed pleasure ★real pictures   100% independent ★mature, classy & intelligent ★safe & discreet ↠clean & drama free always showered & ready to meet! last min bookings are welcome and can usually be accommodated. love to have fun and party!! ↠no rushed sessions. i’m available now & it’s all about you! no black gentlemen & no blocked calls text / call 647.488.2669;1.0;0;0;1;0;-1.0
999;hey richmond! my name is cierra 20 years old born & raised in the philippines! fluent in tagalog & english fully vaccinated erotic massage full service clean & discreet feet done immaculate hygiene  passionate & seductive  upscale companion party friendly don’t miss out no black-gents under 35 $140hh $240hr  location: cambie rd & no 3 rd (airport area) $50 deposits or uber are required for outcalls multi-hour & overnights & 24hr deals available serious inquiries only please text only! to avoid any miscommunications instagram: xoxmisscece 647-308-6025 email: cierrasantiagoxox@gmail.com **my ad is verified with recent photos. no extra photos**;0.0;0;0;1;0;0.0
1000;available now! well reviewed on caf independent i do not party! i do not smoke, drink or do dru/gs! incall is located in sunalta.  shower & free parking  xxx custom pics & vids new videos added * sexy little fishnet dress * sweet red two-piece outfit!  blow & go special ~ only bbbj/cbj/hj cim $100  (age restriction 25 & older for bj special)  gfe 30 mins./$180 (35 & older for gfe sessions) online services:  video calls, facetime, whatsapp, snapchat $25/5 min. paypal, e-transfer or wealthsimple cash.   xxx custom photos & vids for sale    xxx pics are usually $30 each but can vary based on content   xxx vids are usually $75 each but can vary based on content and length of video  rates are not negotiable! see my website for photos, rates, restrictions, expectations, etc.  gentlemen 35 years old and over only please.  no couples.  no women.  no groups.  no car dates. tell me you saw me on leolist lady crysta1 xoxo text 403-778-2153;0.0;0;0;0;0;1.0
1001;hey daddy looking for a someone to be a freak with me in the sheets  are you ready to be satisfied? available all night  incalls and outcalls what's on the menu: anything just protection always and no bbjs interested? text me;0.0;0;0;1;0;0.0
1002;hey daddy  looking for someone who can get freaky with me in the sheets or who wants a freak aka me  incalls and outcalls  available anytime  what's on the menu?   anything just protection always and no bbjs  want to get freaky text or call my number and see this pussy in person;0.0;0;0;1;0;0.0
1003;"sexy★ hot ★ blonde ★ ukrainian hottie  5stars vip companion  sexy accent  fully vaccineted! smoking hot ★ your dream  bombshell here hello gentlemen! incall / outcall in your city 2days only! to book text: your age, ethnicity, desire date/time, where: incall or outcall, for how long .. top quality upscale provider  100 % independent and real  non rushed, always discreet  5'6"" / 130 ibs / dd's / beautiful face, blue eyes, round booty / hot body  highly professional with exellent feedback! donations for my time: 1hr a brief indulgence - 300 2hr  private meeting - 500 3hr - 700  4hrs -1000 fantasy special 10hr - overnight introduction - 1500 www.hotblonde69.escortbook.com booking: - outcalls to selected resedences and upscale hotels only - im availble for dinner dates, night on the town fun, weekend getaways, extended stays, trips in niagara region, special events, holidays celebrations or birthdays  pl send ditails: 647-834-8411  see ya soon, cant wait:)";0.0;0;0;0;0;0.0
1004;my name is anna belle, i am an elite courtesan for gentlemen who enjoy the excitement of a devoted woman but also privacy and discretion. i am a passionate, sensual, playful, and truly attentive woman that will always have your greatest pleasure at heart. my french-canadian heritage makes me fun, accessible, and down to earth. about me : 26yh, white soft skin, green eyes , 34dd , long natural black hair, small fit natural body, 5'4 , 115 pound. fully vacinated. i offer hours service, weekends getaway, dîner date, overnight, vacation. i am an open-minded lady who knows her manners and etiquette and i am drawn to attentive gentlemen who know how to treat a woman with dignity and respect. no email or text go unnoticed to me. i only answer to well introduce love letters. touring schedule -  - hamilton ontario april 23-24 *prebooking now* - vancouver bc may 20-24  - toronto gta june 25 to july 3  onlyfans/instagram/twitter/website  https://linktr.ee/annabellabella1;1.0;0;1;0;0;-1.0
1005;qew & burloak incall~ 1 day only  sat, apr 23rd: 10am- 11pm sun, apr 24th: 10am- 4pm hello gentlemen. i am a independent companion catering to clean respectful gentlemen. i offer non-rushed sessions allowing me to show you a good time.  • clean upscale hotel • 1oo% real & recent pictures • natural 36d-26-39 • silky smooth skin, long black hair & luscious lips • always fresh & clean • great hygiene is a must (shower + amenities available) • d&d free, discreet • toys & lingerie available upon request twitter updates @keri_xxx2 (new account) e-transfer accepted  subscribe to my onlyfans for xxx uncensored pics & videos   updated schedule & verified profile on vipfavours **rates & services are non negotiable.** **when booking, please include your age, ethnicity, and duration of appointment.** gentlemen 30+ only text app inquires will be ignored text: 437-388-1176 keri ♡ click my linktr.ee link below for more;0.0;0;0;0;0;-1.0
1006;"always a happy encounter! hello and welcome to the only ceremonial platform of delicious sensual pleasures! yes, i am verified for a reason; so rest assured, you're in great hands. i am toronto's finest tantra healer and have been in my private location of bathurst and st. clair for over 13 years.  my website will help you understand who i am and what i represent.  tons of videos, blogs and interviews so you can get aquainted with me and my life's work. my world of divine sensual satisfactions will leave you in awe!  you will never experience anything like this anywhere else.  guaranteed!  don't you think it's time to step up to the new platform of sexual healing?  rushing clients in and out the door in a half hour is not advised for caring, intimate, nurturing, compassionate  pleasures.  therefor, my rituals are a minimun of an hour.   hours are 7 days weekly - 8a.m to 9p.m http://www.sexwithdrzen.com text or call 416 556 2647";0.0;0;0;0;0;-1.0
1007;leaving nb sunday april 24! leaving at noon hᥱᥣᥣo gᥱᥒtᥣᥱmᥱᥒ mყ ᥒᥲmᥱ ιs kim ( east coast kimmy on lyla ) ᥲᥒd mყ kιttყ ᥒᥱᥱds somᥱ ᥲttᥱᥒtιoᥒ im so jᥙιᥴყ & wᥱt... sᥕᥱᥱt & sᥱdᥙᥴtιvᥱ uρsᥴᥲᥣᥱ ᥕιth ᥴrᥲzყ ᥲρρᥱᥲᥣ. i hᥲvᥱ morᥱ ᥱxρᥱrιᥱᥒᥴᥱ & kᥒoᥕᥣᥱdgᥱ of ᥲ mᥲᥒs bodყ thᥲᥒ ᥲᥒყ othᥱr~ i ᥲm thᥱ real deal.. aᥣᥕᥲყs dιsᥴrᥱtᥱ & gᥱᥒᥙιᥒᥱ! pᥲssιoᥒᥲtᥱ & sᥱᥒsᥙᥲᥣ, mყ goᥲᥣ ιs to kᥱᥱρ ყoᥙ rᥱᥣᥲxᥱd & ᥴomιᥒg bᥲᥴk for morᥱ 1oo% real & ready bᥱᥲᥙtιfᥙᥣ, fᥙᥒ, sᥱxყ, ᥴᥣᥱᥲᥒ,mყ ρᥱrsoᥒᥲᥣιtყ ιs vᥱrყ sᥕᥱᥱt, ᥣovιᥒg, bᥙbbᥣყ, ᥲᥒd oρᥱᥒ lᥱts ᥴoᥒᥒᥱᥴt & ρᥣᥲყ. i ᥲm ᥲ dᥱᥴιsιoᥒ ყoᥙ ᥕoᥒ't rᥱgrᥱt & ᥲᥒ ᥱxρᥱrιᥱᥒᥴᥱ i ᥕoᥒt ᥣᥱt ყoᥙ forgᥱt.... no blocked calls  - kimmy;0.0;0;0;0;0;-1.0
1008;"here for a good time ;  not a long time!   🆅🅴🆁🅸🅵🅸🅴🅳 profile  certified freak    limited time moncton (april 22-24) contact me to book now! hᥱᥣᥣo gᥱᥒtᥣᥱmᥱᥒ mყ ᥒᥲmᥱ ιs kim ( east coast kimmy on lyla ) mყ kιttყ ᥒᥱᥱds somᥱ ᥲttᥱᥒtιoᥒ im so jᥙιᥴყ & wᥱt... sᥕᥱᥱt & sᥱdᥙᥴtιvᥱ uρsᥴᥲᥣᥱ ᥕιth ᥴrᥲzყ ᥲρρᥱᥲᥣ. i hᥲvᥱ morᥱ ᥱxρᥱrιᥱᥒᥴᥱ & kᥒoᥕᥣᥱdgᥱ of ᥲ mᥲᥒs bodყ thᥲᥒ ᥲᥒყ othᥱr~ i ᥲm thᥱ real deal..  if u are tired of girls who don't look like the pics & provide shitty  service -- don't settle for less, get the service you desire  with the right lady, me!  aᥣᥕᥲყs dιsᥴrᥱtᥱ & gᥱᥒᥙιᥒᥱ! pᥲssιoᥒᥲtᥱ & sᥱᥒsᥙᥲᥣ, mყ goᥲᥣ ιs to kᥱᥱρ ყoᥙ rᥱᥣᥲxᥱd & ᥴomιᥒg bᥲᥴk for morᥱ 1oo% real & ready bᥱᥲᥙtιfᥙᥣ, fᥙᥒ, sᥱxყ, ᥴᥣᥱᥲᥒ,mყ ρᥱrsoᥒᥲᥣιtყ ιs vᥱrყ sᥕᥱᥱt, ᥣovιᥒg, bᥙbbᥣყ, ᥲᥒd oρᥱᥒ lᥱts ᥴoᥒᥒᥱᥴt & ρᥣᥲყ. safe & professional    i ᥲm ᥲ dᥱᥴιsιoᥒ ყoᥙ ᥕoᥒ't rᥱgrᥱt & ᥲᥒ ᥱxρᥱrιᥱᥒᥴᥱ i ᥕoᥒt ᥣᥱt ყoᥙ forgᥱt.... xo kim >>noblocked calls >>no disrespectful gents >> no lowballers!!";0.0;0;0;0;0;-1.0
1009;cum socialize with a real girl that'll love to interact with you  personalize our sessions and choose my outfits and role play (lingerie, fishnet, sundress, booty shorts, gym/fitness. - custom costumes (nurse, dom etc..) toys included 34 dd natural 5'2 big round booty  blonde   camshow, long-term slave owenership  , sexting, pics/videos, phone play, outfits/lingerie for sale, pov lap dances, dick ratings, i love taking requests!   erusso.yyz6969  519-714-1441 let me help you cum with a sexy strip tease and close view of my kitty  no additional pictures will be sent without payment as i am verified, all pictures 100% real/recent no timewasters/idlers.. will be blocked/deleted immediately;1.0;1;0;0;0;-1.0
1010;cum socialize with a real girl that'll love to interact with you  personalize our sessions and choose my outfits and role play (lingerie, fishnet, sundress, booty shorts, gym/fitness. - custom costumes (nurse, dom etc..) toys included 34 dd natural   5'2 big round booty  blonde   camshow, long-term slave owenership , sexting, pics/videos, phone play, outfits/lingerie for sale, pov lap dances, dick ratings, i love taking requests!   erusso.yyz6969  519-714-1441 let me help you cum with a sexy strip tease and close view of my kitty  no additional pictures will be sent without payment as i am verified, all pictures 100% real/recent no timewasters/idlers.. will be blocked/deleted immediately;1.0;1;0;0;0;-1.0
1011;~intro~ my name is raven, i am an educated avid traveler my curvy and luscious body, with natural 38g breast and big butt will catch your eyes but my warm personality will keep you wanting for more. coming to just 3 days to whitehorse on a quick visit. i am here from april 28th to april 30th. do not miss your chance to see me.  ~services~ come for a memorable gfe service. i am open minded but no greek. what you need to know is that sensuality is what matters and good hygiene, as well as genuine excitement is what will get us to great heights of pleasure.  400$ 1hr 800$ 2hr 2500$ all night   ~reputation~ i am reviewed on famous boards and you can see me on twitter, instagram, onlyfans and on my website ~reservation~ text: name-date-time-duration of the date you want. (438)701-9066 www.ravenonyx.com;0.0;1;0;1;0;-1.0
1012;screening and deposit mandatory. ​​please visit my website for more details. people who have gotten to know me have described me as having an infectiously positive and down-to-earth demeanor, self-deprecating sense of humor, and a playful sexiness that’s hard to resist. another frequent compliment is that i am a breath of sunshine whose genuineness invites conversation and new-found friendships wherever i go. while i happily agree with this characterization, i also am more substantive, accomplished, and multi-faceted than a convenient label. in fact, i am a university-educated, well-traveled woman of mediterranean descent with a passion for life lived to its fullest and a taste for glamour and adventure. i live by the philosophy that everything is more fun when you’re not the only one having it. so let’s also have some fun, and collect new and exciting experiences... unless, of course, you want to keep some of our adventures a delicious secret just between ourselves.;0.0;1;0;0;0;-1.0
1013;premium online videos cam sxting role play sxtape naked video pic available open camcam virtuel live together / sxtape pic videos nudes available /sxto/sxphone domination/fetish ouverte d'esprit no rush photo/video sur demande showcam ouverte a la domination open roleplay sxting sxtape available 32d110lbs yeux bleu sxvirtuel sxting sxtape premium/showcam dropbox available skype live:.cid.72f116fb74e7b1fe snapchat rebeccashowlive facetime 438 799 0605;1.0;0;0;0;0;-1.0
1014;personalize our sessions and choose my outfits and role play (lingerie, fishnet, sundress, booty shorts, gym/fitness. - custom costumes (nurse, dom etc..) toys included camshow, long-term slave owenership premium life time available, sexting, pics/videos, phone play, outfits/lingerie for sale, pov lap dances, dick ratings, i love taking requests! role play dirty talk sxphone / sxto daddy package 150 roleplay sxting sxtape available 32d110lbs yeux bleu sxvirtuel sxting sxtape premium/showcam dropbox available  skype live:.cid.d17547478987e09c snapchat rebeccashowlive facetime 438 799 0605;1.0;1;0;0;0;-1.0
1015;i m available anytime;1.0;0;0;0;0;-1.0
1016;text me anytime;1.0;0;0;0;0;-1.0
1017;hey guys i'm available for all service and promise you to give you the best no rushing you'll cum and shots the more you can;1.0;0;0;0;0;-1.0
1018;hello guys my name is ross i'm available for all service blowjob anal bareback deep kiss bbbj 69 gfe and you'll never regret my service;1.0;0;0;0;0;-1.0
1019;hey , i’m rose janet 29years old, available for meeting bothincallandoutcall service so message me to give you a long memory withjoy andibet you gonna like me squirting oral sex, erotic  massage,bbbj,greekand more so give a text for appointment....love you  all;1.0;0;0;0;0;-1.0
1020;hey , i’m rose janet 29years old, available for meeting bothincallandoutcall service so message me to give you a long memory withjoy andibet you gonna like me squirting oral sex, erotic massage,bbbj,greekand more so give a text for appointment....love you all;1.0;0;0;0;0;-1.0
1021;blonde fetish friendly couples welcome 125lbs 32d > available for incalls/outcalls skype/facetime video chat available no explicit talk! text to book 647-793-5656;1.0;0;0;0;0;0.0
1022;blonde fetish friendly couples welcome 125lbs 32dd skype/facetime video chat available no explicit talk when booking.  text to book 647-793-5656;1.0;0;0;0;0;-1.0
1023;"pse (pornstar experience) bbj specials .  full service  no deposit required  live your ultimate fantasy! have a pornstar experience for super cheap this week only  hannah 5'3"" 42dd bbw  in-call and outcall available  can travel  shower available  multi hour with discount discounts for repeat clientele  420 friendly  cash only no negotiating   discretion assured";0.0;0;0;0;0;0.0
1024;won't regret it;0.0;0;0;0;0;-1.0
1025;text me. no email, no calls  or leo chat. keep it simple.;0.0;0;0;0;0;-1.0
1026;hey gentlemen!  i will be visiting charlottetown  march 18-20 incall available  duos available  phone play, cam shows, facetime video calls, xxx content, sexting  watch me get super wet!  party friendly stop wasting your time on fakes and scams.  fast bookiny  only fans for face pics, full nudes, etc. or just facetime me yourself  100% real subscribe to my only fans  https://onlyfans.com/hannahbaexxo 902-905-2152;0.0;0;0;0;0;1.0
1027;"hi my names sarah , i'm here  come rub your hands all over my soft curves , and see what this tongue ring is all about  i offer clean safe and protected services .    tight kitty  soaking wet  big titties  what are you waiting for ? let's have some fun  i have a friend with me too her names destiny and she's just as freaky as me ;) ask about the duo";1.0;0;1;0;0;-1.0
1028;hi fellas , we will be making our way to p.e.i this friday .  my big tits & destiny's tight pussy will have you mesmerized  we also provide solo services  cone on baby what are you waiting for, come let us make your dreams come true  +1 (613) 912-6167 - destiny;1.0;1;0;0;0;-1.0
1029;hello gentleman ❥❥ its vanessa ! sexy frenchy from montreal  coming your way soon !!!! but in the meantime we can have a little fun online if it is something you like  and trust me you will  sc : tatoogirl514 subscribe to my onlyfan page for more ( sexytatoogirl ) • tell me what u like ? • hot content squ!rttoys ++ personal request fetish  fun with gf/boys• $ video/pics/facetime $ • im very sexy , passionate with a friendly personality.like a lovely little secret;0.0;0;0;0;0;-1.0
1030;your online !cxmslut! i offer one on one video calls or i can make you a personal custom video ! you can tell me exactly what to do and how to do it to meet your every need and desire. see exclusive pics and videos. facetime, skype, , pics and videos !!!!!!!!!!!!;1.0;0;0;0;0;-1.0
1031;your online !cxmslut! i offer one on one video calls or i can make you a personal custom video ! you can tell me exactly what to do and how to do it to meet your every need and desire. see exclusive pics and videos. facetime, skype, , pics and videos !!!!!!!!!;1.0;0;0;0;0;-1.0
1032;serious inquiries only please read my ad  first, before you contact me. i only cater to respectful and only upscale gentleman's  . i  believe that the respect is the mutual definition of our date together. i do love a company of new clients as well as my regulars. i do offer variety of services ,  all booking require 50% deposit to make sure i am seeing  genuine clients.  no fake bookings please  no time wasters  no low ballers  no cheaps i sell xxxvideos . checkout my xvideo link .;0.0;1;0;0;0;-1.0
1033;hi babes, you can call me fia. i'm open to trying new things. i have a sexy bubble butt with a bubbly personality to go with it. perky soft titties and a really wet pussy will keep you wanting more...cum find out for yourself. don't be shy to message me & get to know me  fetish friendly  always discreet  incall available  online available  outcalls available  overnight available  girlfriend experience  sexy lingerie & outfits  always clean & classy  upscale companionship  confidential & independent  clean shaved & very hygienic  respectful kind gentlemen only please  multi-hour specials - dinner dates & more... no text apps - new clients text the following: hi my name is __i am from __ city, i am (age & ethnicity). i am looking for (duration of visit) at (desired time).  - no price negotiation/explicit text/photo requestssafe play only exclusive content https://linktr.ee/sofiatwilliam text/call for bookings 604*262*5501 twitter babyfiaw;0.0;0;0;0;0;0.0
1034;$350 g f e | $500 v i p  ~ extended/overnight dates, social time, travel dates, group play, & upgrades available!   all races, genders, sexualities, & body types welcome!  my place is wheelchair accessible.   i can host or come to you, screening may be required. check out my website for more details! www.luxxlavender.com www.onlyfans.com/romiwoods  587-786-2677 (text only)  420 friendly, absolutely no harder d r u g s;0.0;0;0;0;0;-1.0
